uid,Gender,Income,Goal_health,Goal_incex,Goal_indliving,Goal_self,Goal_food,Goal_sports,Goal_memory,Goal_sickness,Goal_religion,Goal_travel,Goal_polit,Goal_culture,Goal_hobby,Goal_commun,Goal_economy,Goal_work,Goal_familiy,Goal_relation,Goal_others,Health,Functioning,QoL,Happiness,Mother_tongue,Pet,Exercise,Hobby,Grandchildren,Education
639,2, ,4,5,6,2,2,4,0,0,3,5,1,4,3,6,0,5,5,6,5, , , , , , , , , , 
640,2,2,6,6,6,4,5,5,6,3,3,4,4,3,3,3,5,4,6,5,5,4,4,4,4,1,0,1,0,1,2
641,1,1,6,5,6,1,4,1,1,1,0,6,6,6,4,3,2,5,4,5,6,4,5,5,4,1,0,1,1,0,2
642,2, ,6,6,6,6,6,6,6,1,4,5,6,4,6,4,6,6,5,6,6,4,4,3,3, ,0,1,1,0,2
644,1,2,4,3,0,0,3,2,3,0,0,5,3,3,4,2,4,0,2,4,2,4,4,5,5,1,0,0,1,1,3
645,2,1,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,4,1,0,0,0,0,2
646,1,1,3,6,6,1,3,1,1,3,0,1,1,6,3,1,3,1,5,3,3,4,4,3,1,1,0,1,1,0,2
647,1,2,6,6,6,6,4,6,6,1,0,2,4,6,6,5,4,4,5,5,6,5,5,5,5,1,0,1,1,1,3
648,1,2,6,6,6,5,4,6,5,6,0,6,3,4,5,3,4,3,6,6,6,3,4,4,4,1,0,1,1,0,2
649,2,1,6,6,6,3,2,6,6,4,2,2,2,2,6,3,3,0,6,6,6,4,4,4,4,1,0,1,1,1,1
651,2,1,6,5,6,6,4,4,6,6,4,3,4,6,4,5,5,5,5,6,5,1,3,4,4,1,0,1,1,0,3
653,2,2,6,4,6,5,4,4,5,1,1,4,5,5,5,2,3,5,6,6,6,4,4,4,5,1,0,1,1,1,3
655,1,1,6,5,5,4,3,5,5,3,3,4,4,4,4,3,4,0,5,5,5,4,4,4,4,1,0,1,0,1,2
656,1,2,6,4,6,0,0,0,0,1,0,1,2,0,6,2,3,0,4,4,4,4,4,4,5,1,0,1,1,1,3
657,2,2,6,5,4,6,6,4,2,3,0,5,2,5,1,1,6,4,1,5,1,4,4,3,3, ,1,1,1,0,3
658,1,1,3,3,4,2,4,3,3,0,4,2,6,2,3,0,6,0,6,6,6,5,5,5,5,1,1, ,1,1,1
659,2,1,6,5,6,4,4,5,6,4,4,4,4,4,3,6,3,0,4,6,5,4,4,4,4,1,0,1,1,1,1
660,2,2,6,6,6,4,1,6,4,1,0,3,3,6,6,5,3,0,6,5,5,4,5,5,5,1,1,1,1,1,3
661,1,2,5,5,5,3,4,3,3,3,0,3,3,2,5,0,4,3,3,4,4,4,4,4,3,1,1,1,0,1,3
663,2,2,5,4,5,4,3,5,4,1,2,4,3,4,4,5,5,5,4,4,4,4,4,4,3,1,0,1,1,0,3
664,1,2,6,5,6,4,4,6,4,2,1,6,0,2,3,0,3,4,0, ,4,5,5,5,5,1,0,1,1,0,3
665,2,1,5,5,4,3,3,5,5,1,4,4,4,5,6,3,4, ,1,5,3,4,4,4,4,1,0,1,1,1,1
666,1,2,5,4,5,5,3,2,5,1,2,5,5,5,3,3,4,4,3,4,4,5,5,5,5,1,0,1,1,1,1
667,2,1,6,5,6,6,3,6,6,6,3,3,3,5,5,4,6,3,4,4,4,3,3,4,3,1,0,1,1,0,3
669,1,1,6,6,5,5,5,5,6,5,2,4,4,5,6,4,4, ,6,5,5,4,4,4,4,1,0,1,1,1,1
670,2,1,6,6,6,2,0,6,4,3,0,3,0,1,6,1,4,0,4,4,4,5,5,4,4,1,0,1,1,1,2
671,2,1,6,6,6,6,6,6,6,6,3,4,3,5,5,3,4,2,6,6,6,3,4,3,4,1,0,1,1,1,2
672,2,2,6,5,6,4,4,4,3,5,0,1,2,4,6,4,3,1,6,6,6,4,4,4,4,1,0,1,1,0,3
673,1,1,2,3,1, ,6,5, ,2,3,4,0,0,0,0,0,0,3,1,3, , , , , , , , , , 
674,2,2,6,6,6,4,4,5,6,3,3,4,3,5,5,3,3,1,6,6,5,4,4,4,4,1,0,1,1,1,3
675,2,1,6,5,5,4,5,3,5,5, , , , , , , , ,5,5,5,3,4,3,3,1,0,1,1,1,3
676,1,2,4,3,6,4,4,2,4,5,1,2,5,4,2,4,3,5,5,4,5, , , , , , , , , , 
677,1, ,6,4,6,4,5,2,4,3,0,3,1,2,1,1,4,5,4,5,6,4,4,5,4, ,1,1,1,1,3
678,2,1,6,6,6,5,4,6,4,4,3,1,5,5,6,1,6,6,0,6,0,4,4,4,3, ,0,1,0,0,2
679,1,2,4,5,6,3,4,5,4,4,5,5,4,5,5,2,4,3,5,5,4,4,4,4,4,1,0,1,1,1,3
680,2,1,6,6,6,5,6,6,6,5,3,5,2,4,5,2,3,0,6,6,5,5,5,5,5,1,0,1,1,1,2
681,1,2,6,5,6,2,4,5,5,5,4,5,2,2,5,2,4,4,6,6,5,3,4,4,4,1,0,1,1,1,3
682,1,2,5,5,6,4,5,4,5,5,1,4,4,3,4,2,4,2,5,5,5,4,4,4,4,1,0,1,0,1,3
683,2,2,6,6,6,3,3,6,6,5,1,4,2,4,4,3,3,3,4,4,4,4,4,4,4, ,0,1,0,0,1
684,2,1,6,6,6,4,4,6,6,6,4,5,4,6,4,4,6,6,5,6,5,5,5, ,5,1,0,1,0,1,1
685,2,1,6,5,6,3,5,6,6,6,3,3,4,3,4,2,5,5,2,5,4,4,4,4,3,1,0,1,0,0,2
686,2,2,6,6,5,4,5,5,6,1,0,1,2,2,5,0,3,0,6,6,6,4,4,4,4,1,0,1,1,1,2
687,2,2,6,3,6,6,5,5,6,4,3,4,5,6,4,2,4,6,6,5,5,4,4,4,4,1,0,0,1,1,3
688,2,1,5,5,6,6,5,4,6,5,3,5,5,5,3,5,4,2,5,5,5,3,4,3,3,1,0,1,1,0,1
689,1,2,6,5,6,2,4,5,5,2,1,5,5,3,5,5,4,2,6,5,3,5,5,4,4,1,0,1,1,1,3
690,1,2,5,2,5,2,3,4,3,3,0,4,2,5,1,1,5,5,0,5,3,4,5,5,4,1,0,1,0,0,1
691,1,2,5,2,6,3,2,5,2,4,3,5,5,3,5,1,5,3,5,6,6,4,4,4,4,1,0,1,0,1,2
692,2,2,6,5,5,5,5,6,6,6,0,3,5,4,4,2,4,2,6,6,6,3,3,3,1,1,0,1,1,1,1
695,2,1,6,6,6,6,5,6,6,6,2,2,5,4,4,3,3,2,4,4,4,5,5,4,4,1,0,1,1,0,3
696,2,1,5,3,6,3,5,3,4,4,4,4,2,5,6,4,6,5,5,6, ,3,4,5,5,1,0,1,1,1,1
697,2,1,5,2,5,2,5,2,6,2,1,6,4,3, ,1,5, ,2,5,2, , , , , , , , , , 
698,1,1,6,5,6,3,5,5,3,6,0,6,3,2,4,1,5,1,2,5,4,1,3,3,4,1,0,1,1,0,1
699,1,2,6,6,6,5,4,5,5,2,6,3,2,4,6,3,5,0,5,6,4,5,5,5,5,1,0,1,0,0,3
700,2,1,6,6,6,4,6,6,6,6,4,4,5,4,4,4,6,0,4,6,5,4,4,4,3,1,0,1,1,1,1
701,2,1,5,5,5,4,2,4,4,1,0,5,5,5,5,2,5,6,0,6,5, , , , , , , , , , 
702,1,2,5,5,5,3,3,4,4,4,0,3,2,2,3,1,3,4,4,4,4,4,4,4,4,1,1,1,1,0,3
703,1,1,6,5,6,6,6,5,6,6,0,6,4,6,6,3,4,4,6,6,6,4,4,4,4,3,0,0,1,0,3
704,1,2,6,4,6,4,4,4,5,5,1,3, ,3,3,1,3,5,4,3,4,3,1,3,3,1,1,1,0,0,2
705,2,2,6,6,6,1,5,5,6,3,6,3,4,3,4,3,2,0,6,4,5, , , , , , , , , , 
707,2,2,5,4,5,3,2,3,5,5,1,1,2,3,2,0,4,2,0,5,4,3,3,4,4, ,0,0,0,0,1
708,1,1,6,6,5,3,4,5,2,2,1,1,2,2,3,5,5,1,6,4,4,4,4,3,4, ,0,1,0,1,2
709,1,2,4,4,5,4,3,3,5,5,2,4,3,4,5,3,4,3, , , ,4,4,4,3,2,0,0,1,1,3
710,1,1,6,5,4,4,5,4,0,0,0,3,0,3,4,1,3,4,3,4,3,4,5,5,5,1,0,1,1,1,1
711,2,2,6,5,4,4,4,4,2,2,5,5,5,3,5,5,3,5,6,6,5, , , , , ,0,1,0,1,1
712,1,2,4,5,6,2,4,5,4,2,1,3,5,5,2,3,4,5,2,4,3,5,5,4,5, ,0,1,1,1,3
713,2,2,6,6,6,6,6,6,6,6,6,4,4,5,6,4,4,2,6,6,6,4,5,5,5,1,0,1,1,1,3
714,2, ,6,6,6,6,6,6,6,6,5,6,3,5,6,5,5,5,5,6,5,4,4,4,4,1,0,1,0,0,1
716,1,1,5,5,4,5,4,4,5,6,2,5,4,3,4,4,6,5,0,5,4, , , , , , , , , , 
721,1,2,6,6,3,4,3,6,6,2,5,6,4,2,6,4,3,5,5,5,6,4,5,5,4,1,0,1,1,1,1
722,1,1,3,2,5,2,3,2,4,2,0,3,4,3,1,3,2,4,1,6,3,3,3,3,4,1,0,0,0,0,1
724,2,2,3,3,3,2,2,2,2,2,0,2,4,2,5,2,3,4,2,5,3,4,4,4,4,1,0,0,1,0,3
725,1,2,5,4,6,2,3,0,4,5,3,2,5,4,5,2,4,5,6,6,6,4,5,4,4,1,0,1,1,1,2
728,1,1,4,4,5,4,3,2, ,5,3,3,2,2,2,2, ,4,4,3,4, , , , , , , , , , 
729,1,2,5,5,3,3,5,5,3,3,0,0,3,4,5,5,3,4,2,5,3, , , , , , , , , , 
730,1,1,3,3,5,3,2,2,4,3,2,4,4,3,3,3,2,2,5,5,4,3,3,4,4,3,1,0,0,1,2
731,2,2,6,5,6,5,5,6,6,4,4,6,4,5,5,4,6,2,4,6, ,5,5,4,4,1,0,1,1,0,1
732,2,2,6,6,0,0,0,6,0,0,0,3,0,3,3,0,3,0,0,3,3,4,4,4,4, ,0,1,1,0,3
733,1,2,5,3,5,4,3,3,4,5,2,5,3, ,5,5,3,2,5,5,4,3,3,4,4,1,0,0,1,1,2
734,1,1,6,5,5,5,3,3,5,5,0,5,3,3,2,2,2,0,6,6,4,3,3,3,4,1,0,1,0,1,3
737,1,1,6,6,6,6,6,6,6,6,6,6,0,6,6,2,4,0,6,6,6,4,3,5,5,3,1,1,1,1,1
738,1,2,5,5,6,3,3,2,6,3,2,5,5,5,2,2,4,5,2,3,5,5,4,4,4,1,0,1,0,0,2
739,2,1,6,6,6,6, ,6,6, ,2,3,5,5,5,5,3,3,6,6,5,4,4,4,4,1,0,1,1,1,2
742,1,2,4,5,6,5,5,4,4,5,0,3,3,1,5,1,5,6,6,6,5,5,4,5,5,1,0,1,0,0,1
743,1,2,4,5,5,4,4,1,4,1,0,5,4,5,3,3,3,5,3,3,4, , , , , , , , , , 
745,2,1,6,6,5,4,3,5,2,1,0,3,2,4,5,3,4, ,6,4,4,4,4,4,4,1,0,1,1,1,2
746,2,1,5,5,3,4,5,6,3,3,0,6,3,5,6,0,5,3,1,5,3,4,4,4,4,1,0,1,0,0,2
747,1,2,6,5,5,5,4,5,6,5,4,5,3,4, ,3,5,5,6,5,5,4,4,4,4, ,1,1,1,1,3
749,2,1,6,6,6,6,5,2,6,6,2,2,6,2,3,0,6,3,2,2,0,4,4,4,4,1,0,1,1,1,1
750,2,1,6,5,6,5,4,4,5,5,1,2,3,4,3,2,4,1,5,6,4, , , , , , , , , , 
751,2,1,6,6,6,6,6,6,6,6,0,5,5,2,6,5,4,0,6,6,6,4,4,4,4, , , , , , 
752,1,2,5,5,5,2,2,4,4,1,0,4,5,3,4,2,3,0,3,5,4, , , , , , , , , , 
753,1,1,3,5,3,5,5,4,4,2,1,5,0,3,3,5,3,2,3,3,3, , , , , , , , , , 
754,2, ,6,6,6,6,5,5,3,2,1,5,6,5,5,4,5,4,4,6,6, , , , , , , , , , 
755,1,1,6,4,4,3,4,3,4,5,1,4,5,3,4,0,3,0,0,6,4,3,3,3,3,1,0,1,1,0,3
757,2,1,4,5,6,3,2,4,4,0,0,0,5,4,1,4,4,4,4,3,4, , , , , , , , , , 
758,1,2,6,5,3,4,4,4,3,3,1,3,2,6,6,2,5,5,5,5,5,4,4,4,4,1,0,1,1,0,3
759,1,1,6,0,2,4,4,0,6,6,2,6,5,3,6,4,5,3,5,4,4,1,1,4,4,1,0,0,0,0,2
762,1, ,5,5,6,1,6,6,2,0,3,3,1,4,5,1,4,5,6,6,5,4,4,4,5,1,0,1,0,1,1
764,2,1,6,6,6,6,4,6,6,0,0,4,4,3,6,3,4,5,5,6,5,4,4,4,5,1,0,1,0,0,1
765,2,2,6,3,6,5,5,6,5,5,4,4,2,3,5,1,4,4,3,6,5,3,3,3,4,1,0,1,0,0,2
766,2,1,3,5,3,3,3,3,3,2,2,5,2,5,5,3,4,4,3,3,2,3,4,5,5,1,0,1,1,1,2
767,2,2,6,6,6,5,5,6,6,6,0,3,6,6,6,1,6,4,6,6,6,4,3,4,3,1,0,1,1,0,2
768,2,1,6,6,6,3,6,6,6,1,1,6,1,3,6,1,3,0,0,3,3,4,4,3,3,1,0,1,0,0,3
769,2,2,6,6,6,5,5,6,6, ,3,4,2,4,6,3,4,4,6,6,6,5,5,5,4,1,0,1,0,1,2
770,2,1,5,4,5,5,4,5,5,5,5,4,3,4,5,5,4,3,5,5,5,4,4,4,4,1,0,1,1,1,2
771,2,1,5,4,5,4,4,4,5,5,3,2,2,3,4,3,3,2,4,4,4,3,3,4,4,1,0,1,1,1,1
774,2,1,6,6,6,4,5,6,5,6,4,3,4,5,5,3,3,5,5,5,5,4,4,4,4, ,0,1,1,1,3
775,1,1,3,4,6,2,3,0,0,1,6,3,3,3,5,3,3,4,6,6,6,3,3,0,5,1,1,1,1,0,2
776,2,1,6,5,6,3,5,5,6,6,4,5,0,3,2,0,6,0,6,3,6, , , , , , , , , , 
777,2,2,5,4,5,4,3,3,6,5,1,6,1,5,5,3,4,3,5,6,4,3,3,5,4,1,0,1,0,0,2
778,2,1,6,6,5,5,3,4,5,3,3,4,3,5,6,4,4,5,6,6,5, , , , , , , , , , 
779,1,2,4,4,6,3,3,3,4,3,0,6,1,1,3,1,1,1,0,2,0,3,3,3,3,3,0,0,0,0,1
780,1,2,6,6,6,4,3,6,6,0,0,6,3,3,3,2,3,0,6,5,5,5,5,5,5, ,0,1,1,1,2
782,1,1,4,3,3,4,4,4,3,2,0,3,2,4,3,0,5,4,5,5,3,3,3,4,4,3,0,1,0,1,1
783,1,1,4,4,3,3,3,3,3,4,1,3,3,3,2,2,4,4,3,4,3,3,3,4,4,1,0,1,1,0,1
784,2,1,6,6,5,5,5,6,6,5,0,0,5,3,6,3,3,0,3,5,3,3,4,4,3,1,0,1,1,0,3
785,1,2,6,6,6,4,4,4,6,6,0,5,6,4,6,2,5,1,6,6,6,3,3,4,4,1,0,1,1,1,1
786,1,2,5,4,5,3,3,6,5,2,1,4,3,4,4,3,4,5,4,4,3,5,4,5,4,1,1,1,0,1,3
788,1,1,6,5,5,5,5,5,6,6,2,6,2,4,5,3,5,5,5,6,5,4,4,4,5,1,0,1,0,0,2
789,2,2,6,6,6,6,4,6,6,2,0,4,3,4,5,3,5,5,4,6,4, , , , , , , , , , 
790,2,2,6,6,6,5,6,6,6,5,4,5,4,4,5,4,4,6,6,6,6,5,5,5,5,1,0,1,1,0,2
791,1,2,5,4,4,4,4,5,4,2,1,4,4,4,3,4,4,2,4,4,4,4,4,4,4,1,0,1,1,1,3
792,2,2,5,4,5,4,2,3,4,3,5,5,0,5,5,5,4,1,4,5,1,3,3,4,4, ,0,1,1,1,3
793,2, ,6,5,6,6,4,5,6, ,5,5,5,4,4,3,4,4,6,6,6, , , , , , , , , , 
795,1,2,6,5,6,5,4,4,5,4,3,4,4,3,4,2,4,2,3,5,3,3,5,4,4,1,0,1,1,0,3
798,1,1,6,4,6,5,3,4,5,5,2,4,4,4,3,3,4,2,4,4,4,3,3,3,4,1,0,1,1,1,3
799,2, ,6,6,6,6,6,6,6,6,0,5,2,4,4,3,5,3,6,6,6,4,4,5,4,1,0,1,1,1,3
800,1,2,6,6,6,4,4,4,5,0,0,6,2,5,6,5,5,5,5,4,5,4,4,3,4,1,0,0,1,1,3
802,2,1,6,6,6,5,3,3,6,6,6,1,6,6,5,3,6,1,6,6,6,4,4,3,3,1,0,1,0,1,2
803,2,2,5,5,6,4,3,5,5,1,0,1,3,4,6,2,1,0,6,5,5,4,5,5,4,1,1,1,1,1,3
804,1,2,6,4,2,4,4,4,4,2,3,4,2,4,4,3,3,4,4,4,4, , , , , , , , , , 
805,1,1,1,2,6,3,0,0,1,2,0,0,5,0,2,0,2,6,6,3,5,4,4,4,3,1,1,0,1,0,1
806,1, ,5,5,4,3,3,5,4,0,2,2,2,3,3,2,2,4,4,4,4,5,5,4,4,1,1,1, ,1,1
807,1,2,5,5,6,2,2,4,2,1,1,4,3,3,3,1,2,1,5,5,5, , , , , , , , , , 
808,1,1,6,6,6,4,5,5,6,3,2,3,2,3,3,5,3,2,6,6,5, , , , , , , , , , 
809,1,2,6,6,6,5,4,6,5,6,1,6,6,5,6,4,6,4,6,6,6,4,5,5,5,1,0,1,1,1,3
810,2,1,4,3,3,3,4,3,4,4,3,3,2,2,4,3,3,3,4,4,4,3,3,4,4,2,0,0,0,1,3
811,2,1,5,5,6,4,4,6,4,2,2,4,4,3,3,1,4,0,6,5,4,5,5,4,4,1,0,1,0,1,2
812,1,2,4,3,4,2,4,3,4,4,2,4,2,3,3,2,3,4,5,5,5, , , , , , , , , , 
814,2,1,5,5,6,4,3,4,4,4,0,3,5,6,5,2,3,0,1,4,4,4,3,4,3,1,0,1,1,0,3
815,1,2,5,4,5,3,5,5,5,5,2,3,5,5,5,5,5,0,4,5,4, , , , , , , , , , 
816,2,1,4,4,5,4,4,4,5,4,3,3,3,4,4,3,3,1,6,5,5,4,4,4,4, ,0,0,0,1, 
818,1,2,5,5,6,5,3,5,5,3,0,3,2,4,4,3,4,1,4,5,5, , , , , , , , , , 
819,2,1,6,6,6,4,5,6,4,5,2,4,4,4,6,1,5,5,4,6,4,4,4,4,4,1,0,1,0,0,2
821,2,2,6,5,6,4,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5, , , , , , , , , , 
822,1,1,3,3,2,5,3,1,4,4,4,5,3,4,3,3,4,5,5,5,4,3,4,4,4,3,1,0,1,0,3
823,2,1,6,6,6,3,5,6,6,3,0,5,4,5,5,1,2,0,1,6,6, , , , , , , , , , 
824,1,2,6,2,0,4,5,2,5,0,0,6,1,4,2,5,4,5,6,3,4,4,4,4,4,2,0,1,1,0,3
825,2,2,5,5,5,3,4,5,5,5,3,3,4,2,2,2,4,2, , ,4,4,4,4,4,1,0,1,0,1, 
826,1,1,5,5,5,4,3,2,5,2,0,1,4,2,4,1,2,1,5,3,4,4,4,4,4,1,1,1,0,1,3
827,2,1,6,6,5,6,5,3,6,4,6,4,6,5,5,5,5,3,6,6,6,3,4,4,4,1,0,1,0,1,1
829,1,1,6,5,6,4,4,5,6,5,1,6,3,4,6,4,4,2,5,4,3,4,5,4,4,1,0,1,1,1,3
830,2,1,6,6,6,2,2,5,4, ,1,4,2,4,3,3,1,0,5,6,5,4,4,5,4,2,0,1,1,1,3
831,2,2,4,5,5,3,3,2,3,5,3,4,0,3,5,0,3,5,6,4,5,3,4,4,4,1,0,0,1,1,2
832,1,1,6,6,6,6,4,6,6,4,1,4,1,3,4,3,6,1,6,6,6, , , , , , , , , , 
833, ,2,6,6,6,5,5,5,5,3,3,6,4,4,5,3, ,3,5,6,5, , , , , , , , , , 
834,2,1,6,6,6,6,6,6,6,6,3,5,3,5,6,4,4,0,6,6,6,3,3,3,3,1,0,0,1,1,2
835,2,1,4,4,4,2,1,2,4,6,1,4,3,2,5,3,4,2,5,4,5,3,4,3,1,1,0,0,1,0,3
841,2,1,4,5,6,4,4,4,3,3,2,2,2,3, ,5,3,1,3,3,4, , , , , , , , , , 
843,2,1,5,6,4,2,6,6,5,2,4,5,4,6,6,5,4,1,4,3,3,3,4,5,5,1,0,1,1,0,3
844,2,1,6,5,6,4,4,5,6,3,3,4,4,5,4,4,5,4,4,5,4,5,5,5,5, ,0,1,0,0,2
845,2,1,6,6,6,6,6,6,6,0,5,5,5,5,5,5,5,5,6,6,5,4,4,4,4,1,0,1,1,1,3
846,2,1,5,5,5,5,5,4,5,2,1,4,3,6,4,4,5,5,4,5,4,4,4,4,4, ,1,1,1,0,2
847,2,2,6,5,6,6,5,5,6,6,0,4,5,3,6,3,4,5,6,6,6, , , , , , , , , , 
848,1,2,6,6,5,4,5,6,5,3,0,4,5,2,5,3,3,1,5,4,3,4,4,4,4, ,0,1,1,1,3
849,2, ,6,6, , ,6, ,5,0, , , , , , , , , , , , , , , , , , , , , 
852,1,2,6,5,6,3,4,6,3,5,2,6,3,3,5,5,5,5,5,5,5,4,4,4,4,2,0,1,1,0,1
853,2,2,5,5,4,3,4,5,4,1,0,3,3,4,4,4,3,4,4, ,4,5,4,4,4, ,0,1,1,1,3
854,2,2,6,6,6,6,5,6,6,6,3,4,3,6,6,4,4,4,6,6,5, , , , , , , , , , 
856,2,1,6,6,5,5,5,5,5,5,5,5,5,4,4,4,6,6,6,6,4,4,4,4,5,1,0,1,0,0,2
859,2,1,5,5,5,4,4,5,5,3,1,3,3,4,5,2,4,3,5,5,5,3,4,4,4, ,0,1,0,0,2
860,2,1,6,6,6,3,3,6,6,2,2,4,4,5,5,3,5,2,6,6,4,4,4,4,3,1,0,1,1,1,1
862,1,1,6,6,5,3,4,2,3,6,3,1,5,1,6,0,4,3,6,5,5,3,3,3,3,1,0,1,0,1,2
864,2,1,3,5,6,3,2,5, ,3,1,4,4,5,5,4,2,2,6,6,4,3,3,4,4,1,0,0,0,1,2
865,1,2,6,5,6,5,5,5,6,4,3,4,5,4,5,5,5,6,5,6,5,3,4,3,4,1,0,1,1,1,2
869,1,2,6,5,6,6,5,6,5,6,0,5,4,3,6,2,4,0,6,5,5,4,4,4,4,1,0,1,1,1,1
871,1,2,5,5,6,2,3,4,5,1,1,1,3,3,3,5,3,1,5,5,4,4,4,4,4,1,0,1,1,1,3
872,2,1,5,4,4,3,4,4,4,4,2,3,3,3,5,2,4,0,4,4,4,4,4,4,4,1,0,1,0,1,1
873,2,1,6,6,6,6,6,6,3,3,3,5,5,6,5,3,4,6,3,6,6,4,4,4,4,1,0,1,1,0,3
874,2,1,6,6,6,5,5,5,5,6,4,2,5,2,4,3,5, ,6,6,5,4,3,4,3,1,0,1,1,1,2
875,1,1,6,6,6,4,4,5,5,5,2,3,2,2,3,2,4,4,4,5,5,4,5,4,4, ,0,1,1,0,3
876,2,1,5,5,0,0,4,5,6,5,3,0,4,1,5,0,6,0,5,6,5,4,4,4,3,2,0,1,0,1,1
878,1,2,6,3,6,0,2,0,3,0,0,0,0,0,0,0,4,0,4,3,3,4,5,4,4,1,0,1,0,0,1
879,1,2,5,5,3, , , , ,1, , , , , , , , , , , , , , , , , , , , , 
880,1,2,6,5,6,6,5,5,6,5,0,3,1,4,4,0,5,0,3,4,3,3,3,4, ,1,0,1,1,1,3
881,2,1,6,6,6,4,5,4,6,2,3,4,4,4,4,3,3,1,4,6,5,4,4,4,4,1,0,1,0,1,3
882,1,1,5,5,4,3,3,3,4,3,1,2,2,2,5,3,3,0,2,4,3, , , , , , , , , , 
883,2,2,4,4,6,3,2,4,4,0,0,4,3,4,4,2,2,2,5,4,3,4,4,4,3, ,0,1,1,0,1
884,2,2,6,6,6,5,5,6,6,5,3,3,3,3,4,2,5,5,6,5,5,4,4,4,4,1,0,1,0,0,3
